image_directory,isComplete,raw_code,code,caption,hasAssert
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/StuartSutherland-The Verilog PLI Handbook_p490.jpg,True,"The image contains a section of a textbook discussing the Verilog Programming Language Interface (PLI), specifically about ACC (Access) routine error handling in the context of Verilog simulation tools. There is a snippet of C code provided in the image which I will transcribe for you:

```c
handle net_handle, module_handle;
char *net_name;

/* add code to read the name of a net from a file */
net_handle = acc_handle_by_name(net_name, module_handle);
if (acc_error_flag) {
    io_printf(""Net %s was could not be found\n"", net_name);
}
... /* use the net handle obtained */
```

Please note that there might be a small typo in the printed `io_printf` statement: ""was could not be found"" should read ""could not be found"". This C code example is using the ACC library to handle errors when working with Verilog simulations.","e net_handle, module_handle;
char *net_name;

/* add code to read the name of a net from a file */
net_handle = acc_handle_by_name(net_name, module_handle);
if (acc_error_flag) {
    io_printf(""Net %s was could not be found\n"", net_name);
}
... /* use the net handle obtained */
","This image shows a page from ""The Verilog PLI Handbook,"" outlining the error handling for ACC routines in Verilog PLI with an example C code fragment illustrating the usage of the global error flag `acc_error_flag`.",False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/SutherlandMills-Verilog and SystemVerilog Gotchas_p28.jpg,True,"The image contains Verilog code. Here is the code as shown in the image:

```verilog
module fsm (...);

enum logic [1:0] {HOLD, LOAD, READY} state_e, nstate_e;
...
always_comb begin
  case (state_e)                             // OK, names match declarations
    HOLD: nstate_e = LOAD;                   // OK, names match declarations
    LOAD: nstate_e = READY;                  // OK, names match declarations
    READY: nstate_e = HOLD;                  // OK, names match declarations
  endcase
end
endmodule: fsm
```","
module fsm (...);

enum logic [1:0] {HOLD, LOAD, READY} state_e, nstate_e;
...
always_comb begin
  case (state_e)                             // OK, names match declarations
    HOLD: nstate_e = LOAD;                   // OK, names match declarations
    LOAD: nstate_e = READY;                  // OK, names match declarations
    READY: nstate_e = HOLD;                  // OK, names match declarations
  endcase
end
endmodule: fsm
",Corrected Verilog case-sensitivity example with naming conventions.,False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/SpearTumbush-SystemVerilog for Verification_p104.jpg,True,"The image contains two Verilog code samples displaying the usage of enumerated types and conversions between enumerated and integer types in Verilog. Here are the code samples:

Sample 2.59:
```verilog
typedef enum {RED, BLUE, GREEN} color_e;
color_e color;
color = color.first;
do
    begin
        $display(""Color = %0d/%s"", color, color.name());
        color = color.next;
    end
while (color != color.first); // Done at wrap-around
```

Sample 2.60:
```verilog
typedef enum {RED, BLUE, GREEN} color_e;
color_e color, c2;
int c;

initial begin
    color = BLUE;             // Set to known good value
    c = color;                // Convert from enum to int (1)
    c++;                      // Increment int (2)
    if (!$cast(color, c))     // Cast int back to enum
        $display(""Cast failed for c=%0d"", c);
    $display(""Color is %0d / %s"", color, color.name());
    c++;                      // 3 is out-of-bounds for enum
    c2 = COLOR_E'(c);         // No type checking
    $display(""c2 is %0d / %s"", c2, c2.name());
end
```

These examples illustrate how to traverse through the members of an enumeration and how to convert between enumerated and integer types, including cases of out-of-bounds values.","
typedef enum {RED, BLUE, GREEN} color_e;
color_e color;
color = color.first;
do
    begin
        $display(""Color = %0d/%s"", color, color.name());
        color = color.next;
    end
while (color != color.first); // Done at wrap-around


typedef enum {RED, BLUE, GREEN} color_e;
color_e color, c2;
int c;

initial begin
    color = BLUE;             // Set to known good value
    c = color;                // Convert from enum to int (1)
    c++;                      // Increment int (2)
    if (!$cast(color, c))     // Cast int back to enum
        $display(""Cast failed for c=%0d"", c);
    $display(""Color is %0d / %s"", color, color.name());
    c++;                      // 3 is out-of-bounds for enum
    c2 = COLOR_E'(c);         // No type checking
    $display(""c2 is %0d / %s"", c2, c2.name());
end
","""Verilog Enumeration and Type Casting Examples""",False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/FosterKrolnikLacey-Assertion-Based Design_p96.jpg,True,"The image contains an example of code related to PSL (Property Specification Language) used in conjunction with Verilog. Here's the code from the image:

Example 3-17 PSL SERE - sequence of Boolean expressions
```
{A&B; C|D; E->F}
```

Example 3-18 PSL SERE for req, ack, !halt sequence
```
assert always {req -> next {ack; !halt}};
```

This example shows how sequences of Boolean expressions are used in PSL to create assertions in hardware verification.","C|D; E->F}

 always {req -> next {ack; !halt}};
","Caption: ""Educational material explaining Property Specification Language (PSL) using Sugar Extended Regular Expressions (SEREs) for sequence matching in Verilog code, with examples of assertion-based design.""",False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/CernyDudani-SVA- The Power of Assertions in SystemVerilog_p108.jpg,True,"The image contains Verilog code. Here is the code from the image:

```verilog
c1: cover (ctr_max) $display(""Counter reached its maximal value"");

wire [15:0] bus_drivers;
c2: cover #0 (bus_drivers !== 16'bz) $display(""Bus is active"");
```","
c1: cover (ctr_max) $display(""Counter reached its maximal value"");

wire [15:0] bus_drivers;
c2: cover #0 (bus_drivers !== 16'bz) $display(""Bus is active"");
",An excerpt explaining immediate and deferred coverage with Verilog code examples for performance analysis.,False
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/Vijayaraghavan-A Practical Guide for SystemVerilog Assertions_p227.jpg,True,"The image contains Verilog code in the form of SystemVerilog Assertions (SVA). Here is the code extracted from the image:

```verilog
property p_tRCD_not;
  @(posedge clk)
    `s_active |-> not ##[0:(tRCD - 1)]
        (`s_read || `s_write || `s_burst_read
        || `s_burst_write);
endproperty

property p_tRCD;
  @(posedge clk)
    `s_active |-> ##[tRCD:10] (`s_read || `s_write ||
       `s_burst_read || `s_burst_write);
endproperty

a_tRCD_not: assert property (p_tRCD_not);
a_tRCD: assert property (p_tRCD);

c_tRCD_not: cover property (p_tRCD_not);
c_tRCD: cover property (p_tRCD);
```

The code defines two properties `p_tRCD_not` and `p_tRCD`, along with corresponding `assert` and `cover` statements for each property. These assertions are used to check memory read/write timing constraints in hardware description.","
property p_tRCD_not;
  @(posedge clk)
    `s_active |-> not ##[0:(tRCD - 1)]
        (`s_read || `s_write || `s_burst_read
        || `s_burst_write);
endproperty

property p_tRCD;
  @(posedge clk)
    `s_active |-> ##[tRCD:10] (`s_read || `s_write ||
       `s_burst_read || `s_burst_write);
endproperty

a_tRCD_not: assert property (p_tRCD_not);
a_tRCD: assert property (p_tRCD);

c_tRCD_not: cover property (p_tRCD_not);
c_tRCD: cover property (p_tRCD);
","The image is a page from a technical document discussing SystemVerilog Assertions (SVA) for memory operations. It includes timing diagrams and properties written in SystemVerilog to verify the correct timing behavior for read/write commands in relation to an active command. The specific properties `p_tRCD_not` and `p_tRCD` ensure that read/write commands are not issued too soon after an active command, and within a valid time window, respectively.",True
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/AshokMehta-System Verilog Assertions and Functional Coverage_p354.jpg,True,"The image contains Verilog code. Here it is transcribed:

```verilog
module CPU;
logic snoop, cache;
sequence s;
    (CPU.snoop || CPU.cache) ##1 cache;
endsequence : s
...
endmodule : top

module m(input clock);
logic [15:0] a, b;
logic c, d;
typedef bit [15:0] bits;
...
let ones_match(bits x, y) = x == y;
let same(logic x, y) = x === y;

always_comb
a1: assert (ones_match(a, b));
//Note: the actuals 'a' and 'b' are of type 'logic', while the
//formals 'x', 'y' are of type 'bits'

property toggles(bit x, y);
    same(x, y) |=> !same(x, y);
    //Note: the actuals 'x', 'y' are of type 'bit', while the
    //formals 'x', 'y' are of type 'logic'
endproperty

a2: assert property (@(posedge clock) toggles(c, d));
endmodule : m
```","
module CPU;
logic snoop, cache;
sequence s;
    (CPU.snoop || CPU.cache) ##1 cache;
endsequence : s
...
endmodule : top

module m(input clock);
logic [15:0] a, b;
logic c, d;
typedef bit [15:0] bits;
...
let ones_match(bits x, y) = x == y;
let same(logic x, y) = x === y;

always_comb
a1: assert (ones_match(a, b));
//Note: the actuals 'a' and 'b' are of type 'logic', while the
//formals 'x', 'y' are of type 'bits'

property toggles(bit x, y);
    same(x, y) |=> !same(x, y);
    //Note: the actuals 'x', 'y' are of type 'bit', while the
    //formals 'x', 'y' are of type 'logic'
endproperty

a2: assert property (@(posedge clock) toggles(c, d));
endmodule : m
",Verilog code examples demonstrating the use of 'let' declarations and type conversion in module instances.,True
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/AshokMehta-System Verilog Assertions and Functional Coverage_p340.jpg,True,"The image contains two examples of Verilog code related to SystemVerilog assertions with abort properties. Here are the code excerpts:

1. First code excerpt:
```verilog
property p; (accept_on(a) p1) or (reject_on(b) p2);
endproperty
```

2. Second code excerpt:
```verilog
property p; accept_on(a) reject_on(b) p1; endproperty
```

3. Third code excerpt:
```verilog
Frame_accept_reject: assert property (
    @(posedge clk)
    accept_on (Frame_)
    Cycle_start |=> reject_on(Tabort)
)
else $display (""Frame_FAIL"");
```

These snippets are part of a text discussing the use of ""accept_on"" and ""reject_on"" constructs in SystemVerilog properties to control the behavior of properties when certain conditions occur.","
property p; (accept_on(a) p1) or (reject_on(b) p2);
endproperty


property p; accept_on(a) reject_on(b) p1; endproperty


Frame_accept_reject: assert property (
    @(posedge clk)
    accept_on (Frame_)
    Cycle_start |=> reject_on(Tabort)
)
else $display (""Frame_FAIL"");
",Caption: Explaining Verilog's reject_on and accept_on properties for asynchronous aborts in concurrent assertions.,True
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/Vijayaraghavan-A Practical Guide for SystemVerilog Assertions_p233.jpg,True,"Here is the code presented in the image:

```verilog
property p_tRRD;
    @(posedge clk)
        (`s_active && bank_addr[1:0] == 0) |->
        not ##[0: tRRD] (`s_active && bank_addr[1:0] != 0));
endproperty

a_tRRD: assert property(p_tRRD);
c_tRRD: cover property (p_tRRD);
```

Additionally, there is a code snippet that starts with ""genvar"" but is not fully visible in the image:

```verilog
genvar j;
generate
```

This snippet suggests the beginning of a generate block used to instantiate multiple modules or generate Verilog code dynamically in a loop, but the rest of the code is not shown.","
property p_tRRD;
    @(posedge clk)
        (`s_active && bank_addr[1:0] == 0) |->
        not ##[0: tRRD] (`s_active && bank_addr[1:0] != 0));
endproperty

a_tRRD: assert property(p_tRRD);
c_tRRD: cover property (p_tRRD);


genvar j;
generate
","Caption: ""Disabling Auto-precharge in SDRAM and Verilog code for checking the minimum time interval between active commands to different banks using SystemVerilog Assertions (SVA).""",True
Data/example-code/verilog examples/Textbook SVA/Book-Verilog/paginated/CernyDudani-SVA- The Power of Assertions in SystemVerilog_p134.jpg,True,"The image contains the following Verilog code snippets:

```verilog
a1: assert property (@(posedge clk) ##2 a);
```

```verilog
a2: assert property (@(posedge clk) nexttime[2] a);
```

```verilog
s ##1 |-> p;
```

```verilog
(s ##1 @($global_clock 1)) |-> p;
```

These snippets are related to suffix implication in Verilog properties.","
a1: assert property (@(posedge clk) ##2 a);


a2: assert property (@(posedge clk) nexttime[2] a);


s ##1 |-> p;


(s ##1 @($global_clock 1)) |-> p;
",The image provides an explanation on 'Suffix Implication' using Verilog properties with examples of overlapping and nonoverlapping implications in the context of system verification.,True
